screen_name,date,tweet,likes,retweets 
chrisnelder,2020-06-18 01:32:05,"@Ben_Inskeep @MateoCrosby Oh, wow.",0,0
chrisnelder,2020-06-18 01:30:47,"For not the first time, I am struck by how many apps on my phone were rendered irrelevant three months ago…",12,0
chrisnelder,2020-06-18 01:06:12,@codywillard What’s wrong with the old-fashioned single tweet with a link to the blog post? I’m not a fan of this new trend to repost long pieces as long twitter threads… it just clutters up my stream.,1,0
chrisnelder,2020-06-18 01:03:13,“the first ever direct evidence that extensive coal burning in Siberia is a cause of the Permo-Triassic Extinction” https://t.co/8nCQXx5AAi,15,10
chrisnelder,2020-06-18 00:29:52,@TimMLatimer @russellgold Guessing you haven't read Russell's book or listened to @TransitionShow Ep. 98. 😉,0,0
chrisnelder,2020-06-18 00:26:50,"@Ben_Geman @CostaSamaras @andrewsalzberg @Proterra_Inc Those can't be fleet counts... This Nov 2019 article says there were about 650 e-buses on the road last year and about 70,000 public transit buses in total. So it's gotta be market share of new vehicle sales.
https://t.co/D1xOhLrtDJ",3,0
chrisnelder,2020-06-17 22:27:40,"@Ben_Inskeep Delayed thought... Does this mean that H.B. 1414 wasn't as effective as we expected? Or are we just waiting for the IURC to approve this new IRP, and to allow/reject the actual coal plant closures when the time comes?",0,0
chrisnelder,2020-06-17 20:47:07,"@AukeHoekstra @nworbmot @ChristianOnRE ""cultivating public and policymaker support"" is a long and treacherous road. I can hear @russellgold's eyeballs rolling from here. But I wish them all the success in the world and hope to have some tangible progress from their efforts to report on in the future.",5,0
chrisnelder,2020-06-17 19:30:20,"@ramez @eroston On adapting food systems to a warming world, @WYeates is helping to organize this global event happening on June 25 if you want to tune in. https://t.co/8h1xOMqtPA",3,2
chrisnelder,2020-06-17 16:49:04,"@Dan_Canoeth That seems unlikely for a 36-year-old plant owned by a co-op, where the opex of the coal plant is likely higher than the capex of new RE. But if you have evidence to the contrary I'd be interested in seeing it.",0,0
chrisnelder,2020-06-17 16:22:48,@daveregrets Aveeno.,3,0
chrisnelder,2020-06-17 03:16:20,"Another day, another 36-year-old coal-fired power plant retired early, to be replaced with renewables and batteries. https://t.co/vNYn5Ywfvc",123,22
chrisnelder,2020-06-16 18:50:30,"@benserrurier It's basically a two-day effort for me, so I only do it on special occasions when I can get a solid crew of hungry mouths to feed.",0,0
chrisnelder,2020-06-16 18:35:08,"@benserrurier Also I'll thank you to not remind me that my annual July 4 mega cookout (e.g., https://t.co/Yw5QYKuvwI, https://t.co/koziDBpLwO) is not happening this year because 2020 is the worst. 😢",4,0
chrisnelder,2020-06-16 18:30:49,"@MateoCrosby @benserrurier The average temperature in Vegas in October is 83, so that's tolerable... OK, tailgate conference, only everybody has to use only solar to power their cooking. Final offer.",2,0
chrisnelder,2020-06-16 18:25:33,"@benserrurier If they made it a tailgate event, I would consider it.",3,0
chrisnelder,2020-06-16 18:22:26,@eroston See this thread right here https://t.co/4FgDcLdMsS,3,0
chrisnelder,2020-06-16 18:21:41,@laurezanna @Nick_Lutsko @henrifdrake @karmour_uw @hausfath @ASchmittner What if you had a reallllllly big one of these? https://t.co/OrRbC4KrxW,1,0
chrisnelder,2020-06-15 20:33:55,"@henrifdrake @hausfath I think you should change your profile name to ""diffusion-like flux of anthropogenic anomalies""",1,0
chrisnelder,2020-06-15 18:50:50,@hausfath Huh. First time I have seen a model of that... thanks!,2,0
chrisnelder,2020-06-15 18:28:32,https://t.co/fmIg71zCSJ https://t.co/PFTBT2ybDy,4,1
chrisnelder,2020-06-15 18:09:43,Buying equities outright surely can't be far behind... https://t.co/MpJ0NTpynj,8,1
chrisnelder,2020-06-15 18:03:35,@hausfath Does that imply that the planet's CO2 and heat absorption capacity is saturated?,1,0
chrisnelder,2020-06-15 17:58:36,@Jediphone https://t.co/0NcBQsnViP,1,0
chrisnelder,2020-06-15 17:58:11,"This quarntine-flavored take on Billy Joel's ""For the Longest Time"" made me happy. https://t.co/8tp7pH0JEG",2,2
chrisnelder,2020-06-15 02:05:49,@andreasgraf @TransitionShow https://t.co/Rae92HIJv5,1,0
chrisnelder,2020-06-15 00:58:45,@RoleePoleeOlee There are published studies out there on repowering if you want to look for them.,0,0
chrisnelder,2020-06-14 23:36:40,A fine example of what was so obviously missing from the wildly outdated narrative in Planet of the Humans. https://t.co/m299lNImly,33,10
chrisnelder,2020-06-14 23:10:59,"""Tennessee is one of 14 states recording 'their highest-ever seven-day average of new coronavirus cases,' according to a study released Monday by the Washington Post."" https://t.co/OdXVBRMIgw
With 110 new cases a day on average in Nashville last week. https://t.co/9RtIThqzat",2,4
chrisnelder,2020-06-14 16:44:04,"@andreasgraf @TransitionShow LOL.. I didn’t want to take the time to go find a clip of it, but duly noted.",1,0
chrisnelder,2020-06-14 00:56:07,@taykuy https://t.co/9Mau3KtqSd,2,0
chrisnelder,2020-06-13 17:21:14,"@adair_from_ns I hope so. But the ozone here comes from multiple sources -- car exhaust, industrial activities, oil &amp; gas production... getting rid of it is a long-term project.",1,0
chrisnelder,2020-06-13 16:28:14,@EricNill Love over gold,1,0
chrisnelder,2020-06-13 15:45:08,@MarkSilberg LOL... in 2016.,0,0
chrisnelder,2020-06-13 04:03:06,@Jamesco Right here on the beautiful scenic Front Range,0,0
chrisnelder,2020-06-13 03:58:41,"No wonder my sinuses have been irritated all day, and the air smelled bad. One more reason why I work on transportation electrification. We can’t go on like this. https://t.co/fU5tgqWIL2",26,1
chrisnelder,2020-06-12 18:57:58,@tom_vanheeke @jtaggart09 @CostaSamaras @JosephMajkut And NY! (A project on which my team at RMI has advised.) https://t.co/51ELcGbFID,2,0
chrisnelder,2020-06-12 17:36:32,@tom_vanheeke @CostaSamaras @JosephMajkut No doubt. We need even stronger policy support now.,1,0
chrisnelder,2020-06-12 17:35:56,"@ja_morris @greentechmedia Just so happens that I have a couple of relevant papers on my reading list at the moment. This one by @EricGimon on resource adequacy https://t.co/3X2m3J8kO1 and this new one by @jacob_mays on flexibility https://t.co/MQCsc3GX1B 
I'm sure they can offer add'l readings!",4,0
chrisnelder,2020-06-12 14:11:57,@mims Trust and familiarity are slow things to build.,3,0
chrisnelder,2020-06-12 13:59:18,"@tom_vanheeke @CostaSamaras @JosephMajkut Everything! More investment by the major manufacturers, more vehicle models available, faster price declines for batteries, more high speed charging infra, more policy support, more consumer familiarity, etc.",3,0
chrisnelder,2020-06-12 04:43:58,@KevinSLeahy @jerry_jtaylor @bjlefebvre Sure sure. Don't mistake my technical nitpick for a refutation of the entire premise.,0,0
chrisnelder,2020-06-12 03:28:31,@damo_evans So... you're saying the other LNG exporters didn't expecto Petronas?,2,0
chrisnelder,2020-06-12 02:32:15,@jburwen https://t.co/ejUhReV66q,1,0
chrisnelder,2020-06-12 02:30:47,@AriCostello A leopard don't change his spots,1,0
chrisnelder,2020-06-12 02:24:12,@jburwen It certainly was a major area we called out in our recent report on reducing EV charging infrastructure costs. https://t.co/z0hpQlvQzb,5,0
chrisnelder,2020-06-12 02:19:03,@jerry_jtaylor @KevinSLeahy @bjlefebvre Although the “technically recoverable” estimate is pretty meaningless in this price environment. The P95 estimate of probable reserves would be more like it. Anyway... I don’t think anybody sees capital mobilizing around offshore drilling any time soon.,0,0
chrisnelder,2020-06-12 02:09:51,@JonDC51 Just yesterday I was thinking I should make a BLT. Weeeeahd.,1,0
chrisnelder,2020-06-12 01:19:59,"@StephenAtHome And the ragin’ weak
Can sure be bleak
When the covid comes for them again!",78,1
chrisnelder,2020-06-12 01:04:57,"@CostaSamaras @JosephMajkut I just revisited a model I built in 2016 and updated in 2017... I figured we could get to 15m EVs on the road by 2030, but that after 2030, they would run away with the market. I'd be much more optimistic today. 30m? 50m? Sure why not. https://t.co/lOnTiZmR4t",6,0
chrisnelder,2020-06-12 00:57:07,@MarkSilberg @apoorv_bh89 @ja_morris Well when you put it that way...,0,0
chrisnelder,2020-06-12 00:55:43,@benserrurier @jdinhtown @tommatzzie @posamentier @TimMLatimer https://t.co/lR6qg9Vaia,1,0
chrisnelder,2020-06-12 00:53:12,@Morgan_03 Got any suggestions for my buddy James here? https://t.co/NVBweYm1Py,0,0
chrisnelder,2020-06-12 00:48:25,"@apoorv_bh89 You know who can tell you all about that is @ja_morris, You might even find it useful for Weave Grid.",0,0
chrisnelder,2020-06-12 00:44:30,"@jameswest2010 Got one actual helpful response... But he died in 2012 so he's not going to help you understand what's happening right now, which is very bizarre indeed. For that, uh... I thought this recent podcast chat with Jeremy Grantham was very good. https://t.co/lbCVt6WKjv https://t.co/RPH6rcO5HC",1,0
chrisnelder,2020-06-12 00:39:25,"@jdinhtown @benserrurier @tommatzzie @posamentier @TimMLatimer Call me crazy, but when I hear somebody say they can get power for a price certain, in a certain way, I assume they've done a model and figured that it pencils...",1,0
chrisnelder,2020-06-11 22:08:07,@howardlindzon @EddyElfenbein @stevenplace @LWinthorpe @anthonybrown @maoxian Anybody want to help a brother out? https://t.co/NVBweYm1Py,2,0
chrisnelder,2020-06-11 22:05:22,"@Robotbeat @SparkplugPower @EricGimon Right - well, again, I'm not considering Teslas for this at all.",0,0
chrisnelder,2020-06-11 22:02:13,"@Robotbeat @SparkplugPower @EricGimon A more likely scenario is 50-100 kW chargers, so you're getting between 12 kWh in 15 mins or 33 kWh in 20 mins, IF the battery SOC is very low. Might make sense for EVs with smaller battery packs who really need enough juice to get home or something like that.",0,0
chrisnelder,2020-06-11 21:59:22,"@Robotbeat @SparkplugPower @EricGimon Tesla drivers use Tesla Supercharger networks overwhelmingly, so they should probably not be considered at all for this scenario.",0,0
chrisnelder,2020-06-11 21:58:33,"@Robotbeat @SparkplugPower @EricGimon Pretty sure that all the cars that could take a 200 kW charge have batteries in the 200-300 kWh range. I guess it's not unthinkable that they'd pop in for a 50-80 kWh top-off, but I doubt that would be the main use-case.",0,0
chrisnelder,2020-06-11 21:44:12,@Robotbeat @SparkplugPower @EricGimon Even for DCFC...who wants to spend 30-60 minutes hanging out at a gas station?,2,0
chrisnelder,2020-06-11 21:22:06,"@EricGimon Glad they're trying to build more charging infra, but yeah that's not how I would do it. Charging stations should not be destinations. That's an intrinsic characteristic of petrol stations. But charging should be done while you're doing something else, like shopping or recreating",5,1
chrisnelder,2020-06-11 21:07:13,"@leahstokes @benserrurier @JustinHGillis True! Also, Ben: It NEVER ends.",3,0
chrisnelder,2020-06-11 20:43:21,"@mims This is a shot I took of a mostly abandoned mall in Glenwood Springs, CO four years ago. The colored lights blinking away and the little songs the rides play, gaily carrying on for nobody. Creepy. Still freaks me out. https://t.co/yaLVcaru8z",1,0
chrisnelder,2020-06-11 20:14:04,@benserrurier @tommatzzie @posamentier @TimMLatimer 🥱,0,0
chrisnelder,2020-06-11 20:05:40,@ChazTeplin Well done! https://t.co/YPG5DCm4aY,0,0
chrisnelder,2020-06-11 19:59:07,"@benserrurier @tommatzzie @posamentier @TimMLatimer Has NKLA said or published anything--anything at all--about building new solar or wind plants BTM at its own facilities, and how they think they can use them to self-generate at $0.035/kWh to run their own electrolyzers? Or is this all just marketing goo?",2,0
chrisnelder,2020-06-11 19:55:49,"@davidrmillar Awesome! Thanks for tip, David! I would have missed that one...",0,0
chrisnelder,2020-06-11 17:34:03,"@samori8 They put the ""dunce"" in ""independence""",2,0
chrisnelder,2020-06-11 17:12:14,"Just in case anybody is tempted to be misled by this... This statement is 100% opposite to what the electric power industry says and acts upon, and is 100% politically motivated. This is not science, this is politics. https://t.co/Mw2yXDHl40",25,4
chrisnelder,2020-06-11 16:34:32,Absolutely - we are thrilled that universities like @StellenboschUni are taking site licenses to @TransitionShow so that their whole university community can enjoy our catalog of full shows &amp; resources! Thank you for your advocacy and welcome! https://t.co/RUp4ebcCL9,9,1
chrisnelder,2020-06-11 03:22:36,Mmmm... pretty. https://t.co/T2ik0snwHR,3,0
chrisnelder,2020-06-11 03:20:51,@EricGimon https://t.co/899UdhTIi3,8,0
chrisnelder,2020-06-10 21:43:37,Listen here: https://t.co/6iQvsSXW45 and check out the summary below! https://t.co/wVgY7HnqH1,2,2
chrisnelder,2020-06-10 21:23:44,"If you're a professor teaching #EnergyTransition, definitely check out this new textbook. It's an ambitious addition to the literature and is very useful for teaching the subject to non-STEM students! https://t.co/bs6mZDulQa",19,1
chrisnelder,2020-06-10 15:43:44,"Join @CGIARclimate in a 12-hour around-the-world virtual event🌍, hearing from #foodsecurity &amp; #sustainability experts from Australia to Colombia &amp; everywhere in between. Starts 08:30 CEST, 25 June. #NewEra4Food

Register to join👉https://t.co/mWJIOpl3Bl
https://t.co/ib0gTVZPiP",2,0
chrisnelder,2020-06-10 05:47:04,"@BozzettoStefano @Silvio_Marcacci Sorry... bad joke about an American TV actor, never mind.",1,0
chrisnelder,2020-06-10 05:15:33,@Noahpinion @fmanjoo I have never regretted deciding not to send a tweet.,1,0
chrisnelder,2020-06-10 05:14:53,@BozzettoStefano @Silvio_Marcacci You keep Ed out of this. What did he ever do to you? https://t.co/WT6jaYZfjS,0,0
chrisnelder,2020-06-09 19:59:22,"@JosephMajkut Oh, sweet. 'Bout time we got that little ice age off our backs and experienced some ice-free FREEDOM in the Arctic!",6,0
chrisnelder,2020-06-09 19:56:19,That's 86° F. In the Arctic Circle. https://t.co/jghLaYpGC5,249,229
chrisnelder,2020-06-09 16:43:03,This looks like an interesting report - check out Silvio's summary thread and then download the report here: https://t.co/VgykASq8cx https://t.co/0OdY5azgjh,13,1
chrisnelder,2020-06-08 18:40:29,@GhoatInsider @JosephMajkut @MichaelWWara @noahqk @apoorv_bh89 I've never seen any modeling on that. EVs are still only 2% of sales and 1% of vehicles on the road so probably a bit early to worry about that.,2,0
chrisnelder,2020-06-08 18:31:21,@SolarInMASS @JosephMajkut @MichaelWWara @noahqk @apoorv_bh89 @NREL One should not take the summary results of EV-Pro at face value. It's important to understand how the assumptions programmed into it work and what they mean.,1,0
chrisnelder,2020-06-08 18:30:12,@SolarInMASS @JosephMajkut @MichaelWWara @noahqk @apoorv_bh89 @NREL The default assumptions in that NREL model ill-chosen and so the result is IMHO very misleading. We have had many conversations with them about this issue and I understand they are updating their model.,2,0
chrisnelder,2020-06-08 18:28:38,"@JosephMajkut @MichaelWWara @noahqk @apoorv_bh89 It will not surprise you to learn that all of these questions are difficult to answer with many unknowns... For starters, I'll point you to our most recent paper, on charging infra costs: https://t.co/z0hpQlvQzb 
For the other questions, probably better to do a quick call.",0,0
chrisnelder,2020-06-08 18:17:36,"@JosephMajkut @MichaelWWara @noahqk @apoorv_bh89 Joseph, we have written numerous papers on the need for public charging infrastructure (esp. DCFC), how it will be paid for, utility roles, how it should be subsidized, etc. I've read hundreds of papers on this. Tell me what you need and I'll get you started.",1,0
chrisnelder,2020-06-07 22:23:11,"@energysmartohio Depends on which regions you're talking about... but if the curve spikes again due to re-opening too early or irresponsibly, then we're back to where we started.",1,0
chrisnelder,2020-06-07 18:29:58,@brendanpierpont Yeah the increase due to testing is small comfort in the bigger picture here.,2,0
chrisnelder,2020-06-07 15:48:06,"Infections still climbing in almost half the states. And this is not counting any new infections from the protest crowds. America, yer blowin’ it. https://t.co/ZbFHn6xF2N https://t.co/S24GYPu6od",51,27
chrisnelder,2020-06-07 15:34:36,@EricGimon @markchediak 😡,1,0
chrisnelder,2020-06-07 03:35:06,@daveregrets @erinoverturf Nice. Herbalicious!,1,0
chrisnelder,2020-06-07 03:34:18,@daveregrets @erinoverturf Lol that recipe is why I asked... Lotta folks said it had way too much vinegar,0,0
chrisnelder,2020-06-07 03:18:44,@robbieorvis There used to be one... I would go there for a proper pastrami sandwich from time to time... https://t.co/Gp3AEsRsW0,0,0
chrisnelder,2020-06-07 03:08:38,@daveregrets @erinoverturf How about a look at that Chimichurri recipe?,0,0
chrisnelder,2020-06-07 01:25:10,"@markchediak Personally, I'm planning to wait at least a month and see what happens to infection rates in places that have reopened before I change anything in my behavior.",12,0
chrisnelder,2020-06-07 01:23:51,"@erinoverturf @daveregrets (Who puts ramen in coleslaw?) I hereby challenge you to a coleslaw-off, for whenever its safe to go be around people again. https://t.co/ppds8vUgMV",1,0
chrisnelder,2020-06-06 20:25:04,"I agree - The ripple effects of the shutdown on demand are still extremely underappreciated, but they are most certainly still coming. https://t.co/lQ7Rlfx4rO",16,3
chrisnelder,2020-06-06 18:34:19,@maggiekb1 Try @TransitionShow!,1,0
chrisnelder,2020-06-06 18:11:20,@ChazTeplin @brianreports @gersonjr Really? That's wild. Definitely would not have guessed that.,0,0
chrisnelder,2020-06-06 01:44:00,@brianreports @gersonjr Nawww... really? 🤣🙀,2,0
chrisnelder,2020-06-05 23:32:52,And now you know where Steve Perry got ALL his licks,2,0
chrisnelder,2020-06-05 23:32:03,"A change is gonna come
https://t.co/LVhV1UfEUw",6,0
chrisnelder,2020-06-05 22:53:37,"@FordneyEnergy @karenstreet @cody_a_hill @jacob_mays Also, total load should have been lower &amp; flatter in May due to the shutdown. For March, see our analysis https://t.co/ja0p9ZdfAr &amp; that of @JDanial18 &amp; @BPBartholomew
https://t.co/HmqsR0AAIh

I'd guess that peaker usage was lower this year, which could've reduced RE curtailment.",2,0
chrisnelder,2020-06-05 16:11:13,"@SimonMahan If you can separately meter the EV, then you can offer it a special TOU rate which steers charging into the off-peak hours. That is a form of managed charging and doesn't require 2-way comms or any special kind of EVSE.",1,0
chrisnelder,2020-06-05 15:55:06,"@LangReynolds @SolarInMASS An AMI submeter doesn't charge a car, so I'm not sure I understand that comparison.",0,0
chrisnelder,2020-06-05 15:51:24,"@SimonMahan For the 92% of the US population who do not live in Texas, separately metering EVs is key to shaping their load and steering it into the valleys of the load profile. Implementing managed charging is much more difficult without it.",3,0
chrisnelder,2020-06-05 15:46:51,"@SolarInMASS Yes, that's the point.",1,0
chrisnelder,2020-06-05 15:43:55,A notable feature of this new EV charging program Xcel is offering in MN is that it allows the charging station to serve as a separate meter--a key feature in enabling dedicated tariffs and managed charging. https://t.co/2UQvf1vmkX,11,7
chrisnelder,2020-06-04 21:30:07,"@Greenflow @HunterCutting @hlovins I gave up on that battle long ago, but I'm still careful to call them turbines in hopes the sheer repetition will help make it stick.",1,0
chrisnelder,2020-06-04 21:20:16,"@russellgold @JeffLFox @JigarShahDC Ah yes... the ol' ""shovel ready"" requirement, which I thought was ill-advised, and which did indeed let some bad projects through the door, while keeping plenty of good projects out.",0,0
chrisnelder,2020-06-04 20:37:27,@CampanaleMark @MCL1965 Thank you sir!,2,0
chrisnelder,2020-06-04 20:34:26,@larsjensen4204 @CampanaleMark @MCL1965 Does it offer a specific wind-down plan for liquidating the stranded assets? That's what I'm looking for.,0,0
chrisnelder,2020-06-04 20:26:30,@CampanaleMark @MCL1965 Hm not finding a direct hit from that search query on the Carbon Tracker website... trouble you for a URL?,0,0
chrisnelder,2020-06-04 20:17:07,"@CampanaleMark Mark, has Carbon Tracker or anyone else published a model for what an orderly wind-down of these assets might look like? cc: @MCL1965",3,1
chrisnelder,2020-06-04 19:50:16,"@FordneyEnergy @evcricket @cody_a_hill @jacob_mays Energy Twitter FTW, again.",1,0
chrisnelder,2020-06-04 19:23:12,@cody_a_hill @jacob_mays @FordneyEnergy Thanks - that's what I suspected.,0,0
chrisnelder,2020-06-04 18:24:04,@FordneyEnergy @cody_a_hill I'm interested in this question too. How much money have they actually lost? I'd like to see an accounting of that--I've never seen one. And understand its impact on future project finance.,4,0
chrisnelder,2020-06-04 17:10:06,"Exactly! That episode is here, for those who want to explore various scenarios about the value of utility-scale storage systems, depending on how and where they are sited: https://t.co/MTm5L6JNxV https://t.co/hZcg2Gu119",0,0
chrisnelder,2020-06-04 00:31:18,"@AriCostello Well if anyone is asking, @TransitionShow is preparing a whole course of online content for universities to use in teaching #EnergyTransition AND offering a covid-19 discount! https://t.co/vl1mHJ2y4y",1,1
chrisnelder,2020-06-04 00:09:17,@gilbeaq https://t.co/OOnla6V3kV,2,0
chrisnelder,2020-06-03 19:12:05,"The largest utility in Europe's poster child for coal power, Poland, plans to retire its entire coal/lignite fleet within 25 years. ""Our green transition is a fact, this is not just talking."" #Energiewende https://t.co/Dde27SVIs4",61,16
chrisnelder,2020-06-03 16:37:51,"Excellent @kylestock article on the need for more DCFC (high-speed) EV charging stations in the US, with a nice shoutout to our recent report on the costs of charging infrastructure (here: https://t.co/OIHlhLq7yX)
https://t.co/GGLXmi2vTE",6,2
chrisnelder,2020-06-03 16:30:08,"@KyleStock Hey Kyle, great article, and thanks for the shout-out to our recent report on charging infrastructure costs. Feel free to HMU any time you want to talk about charging infrastructure -- we've done lots of reports on it!",1,0
chrisnelder,2020-06-03 16:04:53,"@TeamWetDog And now you're off-grid again. Plus ça change, plus c'est la même chose.",2,0
chrisnelder,2020-06-03 15:18:55,@DustinMulvaney Congratulations! I will update your bio on our site!,1,0
chrisnelder,2020-06-02 16:42:07,"@MthsBell @npnigro @ehmyers @LangReynolds @SaraRafalson I've been asked that before, but no, it's not something we've modeled.",1,0
chrisnelder,2020-06-01 22:39:20,@mims All posted on Twitter. 🤔,5,0
chrisnelder,2020-06-01 16:07:59,@mims I have not had any food prepared by a restaurant in over three months. @CuciniNelderini 4evah,0,0
chrisnelder,2020-05-30 22:29:15,@tomtomorrow Worst. Vacation. Ever.,0,0
chrisnelder,2020-05-30 21:14:58,"@mims It’s certainly within our capacity to see it, but it takes a routine sort of self-examination to which most people are unaccustomed.",0,0
chrisnelder,2020-05-30 15:39:25,"'In war, truth is the first casualty.' - Aeschylus",15,1
chrisnelder,2020-05-30 14:34:41,"@MichaelWWara @jimcburkhart Thought that was Muir Beach, but I don't know that I ever took the Green Gulch trail more than once...I usually took the Redwood Creek trail over from the Tourist Club. I'm sure it smells amazing right now, with the spring grass and the fog...",1,0
chrisnelder,2020-05-30 02:58:37,@MichaelWWara Yer killin’ me. Miss that so much. Which trail is that?,2,0
chrisnelder,2020-05-29 18:59:51,"To which Townshend and Daltrey replied: ""Right, sod off then."" https://t.co/xC9tWdn1tX",6,0
chrisnelder,2020-05-29 16:48:02,@apoorv_bh89 @Facebook The best time to quit Facebook was a decade ago. (I quit it late...in 2011.) The second-best time is immediately.,16,1
chrisnelder,2020-05-28 22:38:31,"@ClimateDuncan Well, it was written in 1939...",2,0
chrisnelder,2020-05-28 22:23:57,@Cekent Can't wait to see the olds with their poor eyesight and unfamiliarity with QR codes navigate that experience.,0,0
chrisnelder,2020-05-28 22:23:19,@Cekent My buddy Mark has a new app that does just that: @ContactSnap https://t.co/0k9PCeHpbQ,0,0
chrisnelder,2020-05-28 20:53:06,@StephenJStern https://t.co/vaXu56ZSEN,0,0
chrisnelder,2020-05-28 19:42:44,"Yes, as through this world I've wandered
I've seen lots of funny men;
Some will rob you with a six-gun,
And some with a fountain pen. https://t.co/T6bguTbGcY",41,7
chrisnelder,2020-05-28 19:01:29,@benserrurier @oboylemm @RabagoEnergy @UtilityDive @LevelTenEnergy @robbieorvis @EricGimon @richardcaperton had an analogy I liked: LCOEs are like real estate comps. They can tell you about the market generally but not the price of a specific house.,6,0
chrisnelder,2020-05-28 17:28:55,"And for a deep discussion in podcast form of the research behind this finding, check out @TransitionShow Ep. 113! https://t.co/4aAGVpeeLr https://t.co/UL4Tse0JX3",2,0
chrisnelder,2020-05-28 01:44:11,@jburwen Perpetual load growth projections: https://t.co/Dc5f2vIOnQ,0,0
chrisnelder,2020-05-27 21:43:54,@venerable_bede @jburwen @EricGimon What this country needs is a good capacity reduction model.,4,0
chrisnelder,2020-05-27 20:36:17,@AmyAHarder What's your preferred strategy for keeping the air so clear after we come out of lockdown?,2,0
chrisnelder,2020-05-27 20:19:15,A well-argued piece. Why not use this interval to at least even up global government investment in renewable climate solutions (15%) to what they invest in FF (40-50%)? https://t.co/911mmgNZ9j,5,1
chrisnelder,2020-05-26 19:37:34,@AukeHoekstra @nworbmot @RuudvanTendris 🤣,1,0
chrisnelder,2020-05-26 01:48:28,It’s not every day that Colorado ranks below Mississippi. https://t.co/rYtGV8sEp3,4,0
chrisnelder,2020-05-24 19:47:17,"@duncan__c The meaning is plain enough, isn't it? As in ""providing power to?""",1,0
chrisnelder,2020-05-24 18:29:01,@daveregrets @amywestervelt Which is one reason of many why @TransitionShow has no ads or sponsors. Subscriber supported 100%.,3,0
chrisnelder,2020-05-24 17:54:42,"&lt;spit take&gt; I’m sorry, did you say Houston? https://t.co/1vE0x6k9UU",112,13
chrisnelder,2020-05-23 01:02:55,@cody_a_hill @MichaelWWara https://t.co/Bdf6tlWrLU,1,0
chrisnelder,2020-05-23 00:26:40,"@MichaelWWara Wow, really nice little presentation of the key info there. They have really stepped up their game on the customer outreach. That’s good to see. Also, I learned the lovely little alliteration of “fine flashy fuels.”",1,0
chrisnelder,2020-05-23 00:09:30,"@NWSBayArea @MichaelWWara Dang, little early for that, ain’t it?",5,0
chrisnelder,2020-05-22 18:03:42,"@rlarno Ah, yeah we just call those e-scooters over here.",1,0
chrisnelder,2020-05-22 15:47:55,@ElephantEating @drvox I have moved to a different state (for a job) and started over five times. What you say is so true. And I try much harder than most to maintain those connections. It's really sucky. I made the last move at the age of 51 and it has been very difficult to make new close friends.,6,0
chrisnelder,2020-05-22 15:32:36,"@rlarno What is an ""e-step?""",0,0
chrisnelder,2020-05-22 05:13:35,@daveregrets @CostaSamaras https://t.co/caZXMQLxr6,1,0
chrisnelder,2020-05-22 05:11:01,@daveregrets @CostaSamaras Why not? There was some fried egg in last night’s effort... which was much more challenging but still pretty delicious. https://t.co/XGf2kvIdYb,1,0
chrisnelder,2020-05-22 05:01:09,@CostaSamaras @daveregrets ZOMG. So. Freaking. Delicious. And so easy and fast! I think I have a new staple in my life.,2,0
chrisnelder,2020-05-22 04:59:00,@daveregrets @CostaSamaras Zoom &amp; enhance on this https://t.co/j6SsqNxrsw,1,0
chrisnelder,2020-05-22 02:13:09,"On my walk around campus this afternoon, I saw people on electric scooters, one wheels, unicycles, and bikes. All devices that mostly didn’t exist 5 years ago. Totally unreported in the data, totally unaccounted for in oil demand forecasts. https://t.co/FfGW5RNJu0",67,11
chrisnelder,2020-05-22 02:10:54,@NatBullard Indeed.,0,0
chrisnelder,2020-05-21 22:00:43,"@intensifiedzeal Why yes, we did talk about that on a recent @TransitionShow episode... https://t.co/d0a1OMRQMM",3,0
chrisnelder,2020-05-21 21:30:49,@pkedrosky I see your sabbatical stretching into a mondical and a tuesdical.,0,0
chrisnelder,2020-05-21 20:24:12,"I really hate to encourage this kind of behavior, but... https://t.co/5lJIcxxYkc",6,1
chrisnelder,2020-05-21 20:20:11,@andygadiel Also the name of my favorite non-energy-related podcast.,1,0
chrisnelder,2020-05-21 18:45:20,"@AndrewWinston I just bought some loose, comfortable, stay-at-home clothes from these guys yesterday: https://t.co/nyfEyrtYdS

I had some Deva stuff in the 80s and loved it. Very sturdy cotton, lasts forever, perfect for summer at-home comfy wear.",0,0
chrisnelder,2020-05-20 23:06:11,"@ranimolla Correct. Whereas outside of Texas, chili automatically means beans, hence the ""con carne"" qualifier when it includes meat! Personally, I load it up: kidney beans, pinto beans, beef, pork, and plenty of onions, peppers, garlic, celery, tomatoes, and spices.",1,0
chrisnelder,2020-05-20 22:42:17,@ranimolla Definitely the white northern.,2,0
chrisnelder,2020-05-20 21:22:22,".@United Airlines' new ""CleanPlus"" program does not contemplate spacing people apart on planes; instead they're letting you check and see how full the flight is 24 hrs in advance and then decide if you want to cancel. That's a hard nope from me. https://t.co/ekdby21Lfb",14,0
chrisnelder,2020-05-20 18:28:55,"@EnergyMuckraker No idea, but I'm sure when that data is available, @Sammy_Roth will write about it.",2,1
chrisnelder,2020-05-19 22:49:49,"@FredericLambert @kylaschwaberow Except that if you don’t have a separate Level 2 charger, and a house main or critical loads panel that are set up for grid islanding, you’re not going to be powering anything with your Tesla. Even with the right panel wiring, you won’t power much through a regular 110V outlet.",2,0
chrisnelder,2020-05-18 22:17:26,@gracehood That link is 404,0,0
